gc,cpg,dws,dyr,dmk,ltp,htp,itp,id
0.4633333333333334,0.7453030381450235,0.045176281335180306,0.008867635451970843,-0.15012106537530268,0.4013377926421405,0.1806020066889632,0.1806020066889632,PPYG2
0.44666666666666666,0.8019603475161506,0.005304801294731164,0.06867732558139535,-0.06703317901234568,0.411371237458194,0.17391304347826086,0.18729096989966554,PPYG2
0.43333333333333335,0.5680473372781065,0.02588235294117647,0.014392497330423882,-0.04286222131938449,0.4080267558528428,0.14715719063545152,0.20735785953177258,PPYG2
0.42666666666666664,0.43945312499999994,0.10365188953488372,0.13236607142857143,0.06999625187406297,0.46488294314381273,0.13043478260869565,0.19063545150501673,PPYG2
0.4766666666666666,0.46946060932074923,0.12101910828025478,0.03762636565574142,0.053481867283950615,0.4414715719063545,0.14381270903010032,0.1806020066889632,PPYG2
0.4733333333333334,0.47609601269589363,0.03414155821001961,0.09352941176470589,-0.011972115578904829,0.43812709030100333,0.1605351170568562,0.1806020066889632,PPYG2
0.45,0.3292181069958848,0.02612794612794613,0.08722783389450056,-0.0729665071770335,0.4214046822742475,0.16387959866220736,0.19063545150501673,PPYG2
0.43666666666666665,0.34962997494318515,0.021681196079317042,-0.0036918643915177162,-0.07100415923945336,0.39464882943143814,0.14715719063545152,0.21070234113712374,PPYG2
0.46,0.3780718336483932,0.037037037037037035,0.03619451095966108,0.028389573651242676,0.4280936454849498,0.14715719063545152,0.1939799331103679,PPYG2
0.45333333333333337,0.32439446366782004,-0.059047704447632715,0.13411764705882354,-0.0320266720549606,0.45819397993311034,0.1605351170568562,0.1705685618729097,PPYG2
0.48333333333333334,0.5707491082045185,0.10865406006674082,0.17575919256591527,0.07188248296187143,0.4983277591973244,0.16387959866220736,0.13043478260869565,PPYG2
0.5133333333333333,0.6071850227694384,0.09571250667141078,0.1271665754424375,0.06371753246753246,0.46488294314381273,0.17725752508361203,0.14715719063545152,PPYG2
0.49333333333333335,0.6574141709276844,0.11602062588904694,0.015862857142857144,-0.10894141829393628,0.411371237458194,0.1939799331103679,0.15719063545150502,PPYG2
0.48333333333333334,0.5136741973840666,0.06229143492769744,0.12236111111111111,-0.15406990165750958,0.451505016722408,0.1939799331103679,0.14381270903010032,PPYG2
0.4666666666666666,0.3673469387755102,0.012232142857142856,0.0668103448275862,-0.013837976539589443,0.4214046822742475,0.1806020066889632,0.17725752508361203,PPYG2
0.49666666666666665,0.594567812260709,0.009955998044357527,0.014051627384960718,0.027439024390243903,0.38461538461538464,0.17725752508361203,0.1939799331103679,PPYG2
0.47,0.8450279161007999,-0.0332307417815246,-0.10825391116705628,-0.05575531382276638,0.3411371237458194,0.16722408026755853,0.21739130434782608,PPYG2
0.45,0.9218106995884774,0.0006285072951739618,-0.10410557184750734,-0.0128351008147103,0.35451505016722407,0.15384615384615385,0.22408026755852842,PPYG2
0.44666666666666666,0.8687903764758298,0.07849307678475094,0.09773662551440329,0.04326557750759878,0.43478260869565216,0.15384615384615385,0.18729096989966554,PPYG2
0.44333333333333336,0.4748713889988128,-0.036558462023321775,0.12289435086003822,0.12603073463268366,0.44816053511705684,0.14715719063545152,0.18729096989966554,PPYG2
0.4733333333333334,0.7141440190438405,-0.0528169014084507,0.033771790086932776,-0.10903412048648904,0.3879598662207358,0.18729096989966554,0.19063545150501673,PPYG2
0.48,1.0416666666666665,-0.11115562678062678,0.058976464148877944,-0.1627155172413793,0.35451505016722407,0.21070234113712374,0.20735785953177258,PPYG2
0.5066666666666666,0.9868421052631579,-0.030183143669985774,0.07098765432098765,-0.059267241379310345,0.39464882943143814,0.19063545150501673,0.18394648829431437,PPYG2
0.45666666666666667,0.19180563695455272,0.06999238726434105,0.12316715542521994,0.04440462931577163,0.47491638795986624,0.14715719063545152,0.16387959866220736,PPYG2
0.48,0.23148148148148145,-0.004674145299145299,0.04741379310344827,0.09363977072310406,0.44816053511705684,0.12709030100334448,0.19732441471571907,PPYG2
0.44,0.5509641873278237,0.0772005772005772,0.0334051724137931,-0.053462009803921566,0.4280936454849498,0.13712374581939799,0.20735785953177258,PPYG2
0.4666666666666666,0.3673469387755102,0.065625,-0.0011790228258819091,-0.004195601851851852,0.44481605351170567,0.14046822742474915,0.1806020066889632,PPYG2
0.47,0.48287309491474273,-0.013604531870288594,-0.05759259259259259,-0.08590383032298678,0.4013377926421405,0.15719063545150502,0.18729096989966554,PPYG2
0.49,0.3331945022907122,-0.07033924680983504,-0.03502067973386082,-0.006734006734006734,0.3979933110367893,0.14381270903010032,0.2040133779264214,PPYG2
0.49333333333333335,0.4382761139517896,-0.06330014224751067,0.08162066940692896,0.0037946106921562034,0.4180602006688963,0.16722408026755853,0.18729096989966554,PPYG2
0.48,0.5208333333333333,-0.09143518518518519,0.0745983341677666,-0.07421707421707421,0.391304347826087,0.19732441471571907,0.18729096989966554,PPYG2
0.45666666666666667,0.8311577601363951,-0.07115668801218038,-0.03565625145085659,0.013817079693349972,0.3779264214046823,0.17391304347826086,0.20066889632107024,PPYG2
0.42,0.6802721088435374,-0.044426199598613395,0.04746294842790526,0.029531428571428573,0.42474916387959866,0.14381270903010032,0.2040133779264214,PPYG2
0.4033333333333334,0.8196161464380848,0.11648737245486865,0.05304801294731164,-0.019429265330904676,0.42474916387959866,0.14381270903010032,0.19732441471571907,PPYG2
0.36,0.4115226337448559,-0.02898341049382716,-0.008137025714799496,-0.12772397094430993,0.38127090301003347,0.1505016722408027,0.21739130434782608,PPYG2
0.42,0.4535147392290249,-0.05012771392081737,-0.05248,-0.16347876616144497,0.3745819397993311,0.16387959866220736,0.2040133779264214,PPYG2
0.44,0.27548209366391185,0.021645021645021644,0.044930176077717064,-0.08448700410396717,0.43812709030100333,0.14046822742474915,0.1939799331103679,PPYG2
0.43666666666666665,0.34962997494318515,0.021681196079317042,0.03934624697336562,-0.14196693301170912,0.42474916387959866,0.15719063545150502,0.19063545150501673,PPYG2
0.49,0.4442593363876163,0.016228713707705303,-0.004996366279069768,-0.08846942180275513,0.4214046822742475,0.15384615384615385,0.17725752508361203,PPYG2
0.45333333333333337,0.7136678200692042,0.061603299856527974,-0.05343511450381679,-0.12668591169372012,0.3879598662207358,0.1505016722408027,0.20066889632107024,PPYG2
0.48666666666666664,0.5066616626008632,-0.057418608788471805,0.014266586638348955,-0.14900004842380515,0.39464882943143814,0.19732441471571907,0.1705685618729097,PPYG2
0.44333333333333336,0.3391938492848663,-0.1367790734320832,-0.00352,-0.15015873015873016,0.391304347826087,0.1505016722408027,0.2140468227424749,PPYG2
0.43333333333333335,0.35502958579881655,-0.10941176470588235,-0.03789836347975883,0.03834363535856073,0.3779264214046823,0.13712374581939799,0.23076923076923078,PPYG2
0.41333333333333333,0.15608740894901146,0.07638379765395895,0.11407407407407408,0.18919180669216987,0.48494983277591974,0.10702341137123746,0.18729096989966554,PPYG2
0.43333333333333335,0.35502958579881655,-0.007058823529411765,0.019929223319053828,0.023135987068094565,0.4280936454849498,0.13712374581939799,0.20066889632107024,PPYG2
0.42666666666666664,0.5126953125,-0.0651344476744186,0.030499288043727896,-0.07442313942151446,0.391304347826087,0.17725752508361203,0.19732441471571907,PPYG2
0.5033333333333334,0.526292706460243,-0.030001333392595225,0.06290879360465117,-0.12442546079205162,0.4080267558528428,0.19732441471571907,0.16722408026755853,PPYG2
0.5233333333333333,0.38946813258144347,-0.0058349294018083826,0.08050538222952017,0.012063492063492064,0.45484949832775917,0.16387959866220736,0.15719063545150502,PPYG2
0.4666666666666666,0.3673469387755102,-0.04116071428571429,0.02922077922077922,0.07882707644427155,0.411371237458194,0.15719063545150502,0.19063545150501673,PPYG2
0.48333333333333334,0.3995243757431629,-0.064293659621802,0.10164898259152083,-0.1063,0.4280936454849498,0.1806020066889632,0.17391304347826086,PPYG2
0.5133333333333333,0.3035925113847192,0.01592243373065291,0.10918918918918918,-0.1027479091995221,0.47491638795986624,0.1605351170568562,0.15384615384615385,PPYG2
0.4633333333333334,0.18632575953625588,0.045176281335180306,0.14480709410836157,-0.12522045855379188,0.49498327759197325,0.13377926421404682,0.16722408026755853,PPYG2
0.41,0.2379535990481856,0.030499288043727896,0.12695708233560507,-0.06646372399797057,0.47491638795986624,0.12374581939799331,0.19063545150501673,PPYG2
0.4766666666666666,0.4107780331556556,0.08106543138390272,0.0005107015181763313,-0.005580357142857143,0.42474916387959866,0.12374581939799331,0.2140468227424749,PPYG2
0.42333333333333334,0.2232004464008928,0.14264257430248964,0.06273789798934216,0.028528528528528527,0.46488294314381273,0.09364548494983277,0.21070234113712374,PPYG2
0.41333333333333333,0.6243496357960459,-0.05493951612903226,-0.01000044446419841,0.05734767025089606,0.3879598662207358,0.12709030100334448,0.23076923076923078,PPYG2
0.4666666666666666,0.9183673469387755,0.03267857142857143,-0.032685185185185185,-0.09253588516746411,0.3712374581939799,0.18729096989966554,0.1939799331103679,PPYG2
0.4666666666666666,0.6734693877551021,-0.008258928571428572,-0.009634865607131601,-0.06614857142857143,0.3712374581939799,0.17725752508361203,0.20066889632107024,PPYG2
0.4666666666666666,0.2448979591836735,-0.075,0.08242683537390195,0.001855921855921856,0.4214046822742475,0.15384615384615385,0.20066889632107024,PPYG2
0.48333333333333334,0.5136741973840666,0.04854282536151279,0.11090078027609769,-0.0829326923076923,0.451505016722408,0.14715719063545152,0.18729096989966554,PPYG2
0.43666666666666665,0.5594079599090962,0.060481503229594835,0.0030392337447043656,-0.03885853066180935,0.40468227424749165,0.15719063545150502,0.19732441471571907,PPYG2
0.43333333333333335,0.14201183431952663,-0.04176470588235294,0.1482828282828283,0.10054054054054054,0.4682274247491639,0.14715719063545152,0.17391304347826086,PPYG2
0.4633333333333334,0.37265151907251176,0.051387461459403906,0.018746628304261822,0.18362731795567616,0.43812709030100333,0.12040133779264214,0.20066889632107024,PPYG2
0.5,0.4266666666666667,0.02991111111111111,-0.04942354508290846,-0.027550260610573342,0.40468227424749165,0.12709030100334448,0.2140468227424749,PPYG2
0.52,0.5424063116370809,0.088497150997151,0.11011904761904762,0.052941176470588235,0.43812709030100333,0.17391304347826086,0.1705685618729097,PPYG2
0.46,0.8191556395715186,0.1440329218106996,0.046026785714285715,-0.03819444444444445,0.40468227424749165,0.1806020066889632,0.17725752508361203,PPYG2
0.45,0.4609053497942387,-0.047003367003367005,0.006779963423881529,0.109466642228739,0.4180602006688963,0.14381270903010032,0.19063545150501673,ARS1
0.41,0.9518143961927424,0.07983096780120344,-0.04756312389900176,0.04741379310344827,0.411371237458194,0.12374581939799331,0.20735785953177258,ARS1
0.41,0.6345429307951617,0.09356483395342428,0.035669809642412384,-0.04841731111004371,0.43478260869565216,0.13377926421404682,0.19063545150501673,ARS1
0.38,0.554016620498615,0.06932654216185626,0.08906024531024531,-0.0001374633431085044,0.44816053511705684,0.14046822742474915,0.18729096989966554,ARS1
0.37,0.5843681519357194,-0.02616902616902617,-0.026423957721667644,-0.044426199598613395,0.391304347826087,0.14715719063545152,0.21070234113712374,ARS1
0.33333333333333337,0.36,0.11295,0.11470588235294117,0.03385174147886012,0.47491638795986624,0.12040133779264214,0.18729096989966554,ARS1
0.35666666666666663,0.6288758843567124,0.010265846690232918,0.0922890103217972,0.07261448640758986,0.46488294314381273,0.14046822742474915,0.17725752508361203,ARS1
0.33333333333333337,0.24,0.0033,0.11622024481683907,0.04886857142857143,0.4816053511705686,0.11705685618729098,0.18394648829431437,ARS1
0.30333333333333334,0.2898200700398503,0.004784688995215311,0.04533297066956798,0.029065349544072947,0.45484949832775917,0.10367892976588629,0.20735785953177258,ARS1
0.41333333333333333,0.7804370447450573,0.05466458944281525,0.034118747494543675,0.1935542857142857,0.4414715719063545,0.11705685618729098,0.20066889632107024,ARS1
0.42666666666666664,0.8056640625,-0.004996366279069768,0.17078189300411523,0.048032407407407406,0.451505016722408,0.16722408026755853,0.17725752508361203,ARS1
0.42,0.982615268329554,-0.02859879584017515,0.10710465323587093,0.03892857142857143,0.40468227424749165,0.17391304347826086,0.20066889632107024,ARS1
0.43,0.8653326122228232,0.03762636565574142,0.12101910828025478,0.09852678571428572,0.4414715719063545,0.15719063545150502,0.18394648829431437,ARS1
0.38,0.8310249307479224,0.10625353706847765,0.10710465323587093,0.022165697674418606,0.45819397993311034,0.13712374581939799,0.18394648829431437,ARS1
0.41666666666666663,0.6144,0.07053714285714285,0.0745983341677666,-0.06838275925584822,0.43478260869565216,0.15384615384615385,0.18394648829431437,ARS1
0.39333333333333337,0.3447285262855501,-0.021838331160365057,0.02588235294117647,-0.14279793700497329,0.3979933110367893,0.16722408026755853,0.1939799331103679,ARS1
0.39333333333333337,0.6032749209997127,0.006006705159247532,0.028356481481481483,-0.10149198747467306,0.391304347826087,0.1705685618729097,0.1939799331103679,ARS1
0.37333333333333335,0.47831632653061223,0.04326557750759878,-0.03003996141656332,-0.047087217831621786,0.39464882943143814,0.13377926421404682,0.22073578595317725,ARS1
0.37333333333333335,0.3826530612244898,0.07698518237082067,0.11819116135662898,0.023817142857142856,0.45484949832775917,0.12709030100334448,0.20066889632107024,ARS1
0.35333333333333333,0.9611961552153792,0.14214160669130518,0.022569522188885405,-0.01092896174863388,0.411371237458194,0.13043478260869565,0.21739130434782608,ARS1
0.37,0.38957876795714635,0.08784975451642119,0.045133928571428575,-0.1003825480606266,0.4214046822742475,0.14046822742474915,0.20066889632107024,ARS1
0.41333333333333333,0.2341311134235172,0.05466458944281525,0.08951681518964667,-0.018691588785046728,0.4414715719063545,0.13712374581939799,0.19732441471571907,ARS1
0.37666666666666665,0.09397760200485551,0.03246415219345985,-0.004209395011419104,-0.006734006734006734,0.4080267558528428,0.11036789297658862,0.23411371237458195,ARS1
0.36,0.4115226337448559,-0.00935570987654321,0.005982142857142857,-0.0625,0.39464882943143814,0.12040133779264214,0.23745819397993312,ARS1
0.36666666666666664,0.2975206611570248,-0.030047846889952153,0.08801389693109438,-0.027988959372427485,0.431438127090301,0.13712374581939799,0.2040133779264214,ARS1
0.39666666666666667,0.5084386695854812,0.042156088954918985,0.18934174852215654,0.03816759575615897,0.4816053511705686,0.1605351170568562,0.15384615384615385,ARS1
0.43666666666666665,0.5594079599090962,-0.04756312389900176,0.08951681518964667,0.06828703703703703,0.4280936454849498,0.1705685618729097,0.17391304347826086,ARS1
0.43666666666666665,0.6992599498863703,0.08920908803468991,0.09053497942386832,-0.064293659621802,0.431438127090301,0.16722408026755853,0.17391304347826086,ARS1
0.41333333333333333,0.3121748178980229,0.019199046920821115,0.09008431085043989,-0.06792843013846431,0.43478260869565216,0.16722408026755853,0.17725752508361203,ARS1
0.38666666666666666,0.356718192627824,-0.05064655172413793,0.03170041963145411,0.024725768746628303,0.40468227424749165,0.14715719063545152,0.21070234113712374,ARS1
0.38,0.7386888273314866,0.027023203169213354,0.03523915461624027,-0.05024231914988218,0.38461538461538464,0.1505016722408027,0.22408026755852842,ARS1
0.42666666666666664,0.732421875,-0.018577398255813952,-0.02015712682379349,-0.07119021134593993,0.3712374581939799,0.16722408026755853,0.20735785953177258,ARS1
0.38666666666666666,0.6242568370986921,-0.04207271364317841,-0.09229651162790697,-0.05844907407407408,0.34448160535117056,0.1505016722408027,0.23745819397993312,ARS1
0.39333333333333337,0.6032749209997127,-0.021838331160365057,0.016228713707705303,-0.04735883424408015,0.38127090301003347,0.1505016722408027,0.22073578595317725,ARS1
0.39,0.613631382862152,-0.024893746205221615,-0.01000044446419841,0.04112431616676099,0.38127090301003347,0.13377926421404682,0.23076923076923078,ARS1
0.37333333333333335,0.6696428571428572,-0.03661664133738602,-0.06792843013846431,-0.022629310344827586,0.3612040133779264,0.13712374581939799,0.23745819397993312,ARS1
0.36666666666666664,0.8925619834710743,-0.08727272727272728,0.04315747366549624,-0.13531473305721178,0.36789297658862874,0.1705685618729097,0.22408026755852842,ARS1
0.39666666666666667,1.1016171174352094,-0.06054134360926691,0.1024854386198924,-0.08823529411764706,0.391304347826087,0.18729096989966554,0.19732441471571907,ARS1
0.3433333333333334,0.7917805636723536,-0.09043418264255089,0.06187678062678063,-0.07124155987322585,0.3979933110367893,0.16722408026755853,0.20066889632107024,ARS1
0.34,0.461361014994233,0.07704495939790057,0.13286808976464148,0.021913875598086125,0.4782608695652174,0.12374581939799331,0.18729096989966554,ARS1
0.36666666666666664,0.2975206611570248,0.05052631578947368,0.021386298421807746,0.027023203169213354,0.4214046822742475,0.12709030100334448,0.20735785953177258,ARS1
0.44,0.48209366391184577,0.023268398268398268,-0.04116071428571429,0.048584726443768995,0.40468227424749165,0.13712374581939799,0.20066889632107024,ARS1
0.44666666666666666,0.5346402316774337,-0.041044776119402986,-0.07285785265820498,-0.07793507793507794,0.3712374581939799,0.15384615384615385,0.21070234113712374,ARS1
0.42,0.6046863189720333,0.012315270935960592,0.041103934233705224,0.052363235496761744,0.4080267558528428,0.1505016722408027,0.20735785953177258,ARS1
0.47,0.48287309491474273,0.053079976805388285,0.15321045545289938,0.023268398268398268,0.47157190635451507,0.1705685618729097,0.15719063545150502,ARS1
0.4066666666666666,0.6449879064767535,-0.0658040154724627,0.02799778964818567,-0.011522596843615495,0.39464882943143814,0.16722408026755853,0.2040133779264214,ARS1
0.38,0.8310249307479224,-0.13346538388983212,0.03365806362251258,0.0032890350682252545,0.38461538461538464,0.1705685618729097,0.21070234113712374,ARS1
0.39,0.7012930089853167,-0.01092896174863388,0.09394201447362432,0.021581744868035192,0.43478260869565216,0.15384615384615385,0.19063545150501673,ARS1
0.3466666666666666,0.4437869822485207,-0.01211734693877551,0.10271466642576449,-0.01659186726506188,0.44481605351170567,0.14381270903010032,0.19063545150501673,ARS1
0.35,0.6530612244897959,0.050793650793650794,-0.03502067973386082,-0.18090247978680157,0.3712374581939799,0.15719063545150502,0.21739130434782608,ARS1
0.35666666666666663,0.4192505895711416,0.053701999903152386,-0.07694385664760704,-0.07168458781362007,0.4013377926421405,0.11036789297658862,0.22408026755852842,ARS1
0.37333333333333335,0.3826530612244898,-0.022416413373860182,0.08887760284408329,-0.14900004842380515,0.43812709030100333,0.14715719063545152,0.19732441471571907,ARS1
0.38333333333333336,0.6351606805293005,-0.05945945945945946,0.08315295815295816,-0.05405405405405406,0.42474916387959866,0.1505016722408027,0.20066889632107024,ARS1
0.41666666666666663,0.3072,0.021531428571428573,0.036751443001443,-0.04942354508290846,0.4214046822742475,0.14715719063545152,0.1939799331103679,ARS1
0.42666666666666664,0.8789062499999999,0.03574672965116279,-0.05002026023141687,-0.18121142857142858,0.34782608695652173,0.18394648829431437,0.20735785953177258,ARS1
0.47,0.6639505055077712,0.06012757036442303,0.006554094033043557,-0.10740740740740741,0.3979933110367893,0.18729096989966554,0.1705685618729097,ARS1
0.41,0.5552250644457664,0.0030315557392862065,-0.051553415697674417,-0.045712379045712376,0.3779264214046823,0.14046822742474915,0.22408026755852842,ARS1
0.34,0.461361014994233,0.00807090512972866,0.025580357142857144,0.03385174147886012,0.42474916387959866,0.11705685618729098,0.21739130434782608,ARS1
0.37666666666666665,0.46988801002427755,0.051961573044342436,0.04270382395382395,0.13851054988688305,0.451505016722408,0.11036789297658862,0.20066889632107024,ARS1
0.3466666666666666,0.4437869822485207,-0.07079081632653061,-0.05762987012987013,-0.002421307506053269,0.3612040133779264,0.13377926421404682,0.24414715719063546,ARS1
0.39,0.8766162612316458,-0.052823315118397086,-0.03098831221172361,-0.06190433375292213,0.33444816053511706,0.1806020066889632,0.22742474916387959,ARS1
0.43666666666666665,0.5594079599090962,-0.01883553909390668,0.02922077922077922,-0.007756590793665451,0.4013377926421405,0.16722408026755853,0.18729096989966554,ARS1
0.41,0.4759071980963712,0.0660971016489826,-0.02370728216138844,0.019853178817119906,0.41471571906354515,0.14046822742474915,0.19063545150501673,ARS1
0.41333333333333333,0.39021852237252863,0.06836510263929618,0.0006285072951739618,0.051961573044342436,0.4180602006688963,0.14381270903010032,0.19063545150501673,ARS1
0.43333333333333335,0.8520710059171597,0.047058823529411764,0.06361712664895772,-0.009985329610524821,0.41471571906354515,0.16722408026755853,0.18729096989966554,ARS1
0.39666666666666667,0.7626580043782218,0.050513022888713496,0.09007085755813954,-0.06603174603174604,0.43812709030100333,0.1505016722408027,0.18729096989966554,ARS1
0.35666666666666663,0.3144379421783562,0.03922328216551257,0.08739031668967975,-0.1141826923076923,0.45484949832775917,0.12374581939799331,0.1939799331103679,ARS1
0.37333333333333335,0.1913265306122449,-0.008216185410334347,0.09438332368268675,-0.016617742176227673,0.44481605351170567,0.13043478260869565,0.19732441471571907,ARS1
0.39,0.35064650449265833,0.050394656952034,0.048032407407407406,-0.021872863978127138,0.43478260869565216,0.11371237458193979,0.2140468227424749,ARS1
0.36,0.6172839506172839,0.19251543209876543,0.06940553999377529,0.027197668771248178,0.4682274247491639,0.0903010033444816,0.21070234113712374,ARS1
0.35,0.54421768707483,0.06026862026862027,0.04973554380194675,0.075311004784689,0.411371237458194,0.13043478260869565,0.22073578595317725,ARS1
0.38666666666666666,0.6242568370986921,-0.022629310344827586,-0.03958931133428981,-0.05932049418604651,0.3411371237458194,0.17391304347826086,0.22742474916387959,ARS1
0.42333333333333334,0.6696013392026784,-0.02066360202084566,0.03267857142857143,-0.07115668801218038,0.36789297658862874,0.1939799331103679,0.19732441471571907,ARS1
0.44666666666666666,0.601470260637113,-0.008137025714799496,0.062683284457478,-0.04418886198547216,0.4013377926421405,0.1806020066889632,0.19063545150501673,ARS1
0.41333333333333333,0.4682622268470344,-0.005819281524926686,0.02376391169494618,-0.056136018237082065,0.411371237458194,0.14046822742474915,0.21070234113712374,ARS1
0.39666666666666667,0.2542193347927406,-0.06054134360926691,0.051387461459403906,-0.08595641646489104,0.3979933110367893,0.16722408026755853,0.20066889632107024,ARS1
0.36,0.0,-0.014564043209876544,0.10275221199590948,-0.05593677535374568,0.44481605351170567,0.14046822742474915,0.19063545150501673,ARS1
0.37333333333333335,0.6696428571428572,0.07698518237082067,-0.12125,0.04968910806174957,0.3879598662207358,0.08695652173913043,0.24749163879598662,ARS1
0.35,1.3061224489795917,0.001855921855921856,-0.43113425925925924,0.008867635451970843,0.2408026755852843,0.0802675585284281,0.3210702341137124,ARS1
0.35666666666666663,1.4673770634989955,0.02474456442787274,-0.33622337824018494,-0.030663780663780664,0.25418060200668896,0.11036789297658862,0.3010033444816054,ARS1
0.4766666666666666,0.7628734901462175,-0.025477707006369428,-0.008885262251235324,-0.021578852724330157,0.3712374581939799,0.18729096989966554,0.1939799331103679,ARS1
0.45666666666666667,0.4475464862272897,0.03595898078903766,-0.024711399711399712,0.04957538570983949,0.38461538461538464,0.17391304347826086,0.19063545150501673,ARS1
0.31,0.5549774540409296,-0.029920523609163162,-0.3761059979547374,0.06303342816500711,0.25418060200668896,0.09364548494983277,0.3076923076923077,GRCz11
0.34,0.6920415224913495,0.0030204000792236085,-0.1453387376954256,0.024665981500513873,0.32441471571906355,0.12709030100334448,0.26421404682274247,GRCz11
0.31666666666666665,0.5318559556786704,0.05293966623876765,-0.05448660312893364,-0.01716242052376506,0.3879598662207358,0.11705685618729098,0.23411371237458195,GRCz11
0.33,0.9794918885827977,0.22870496004824364,-0.021578852724330157,-0.0030373090348610543,0.4214046822742475,0.10033444816053512,0.22408026755852842,GRCz11
0.35333333333333333,0.7475970096119615,0.23448745380276212,-0.05706280021348514,0.02,0.4214046822742475,0.11371237458193979,0.20066889632107024,GRCz11
0.48666666666666664,0.6192531431788328,0.055817470201031845,0.08045106079515064,0.062683284457478,0.44816053511705684,0.16387959866220736,0.15719063545150502,GRCz11
0.39666666666666667,0.9321375609067156,0.1060402061377037,0.03959131545338442,0.06482285714285714,0.46153846153846156,0.12374581939799331,0.1806020066889632,GRCz11
0.44,0.5509641873278237,0.09663600288600288,0.09490740740740741,0.01825127334465195,0.45819397993311034,0.14381270903010032,0.17391304347826086,GRCz11
0.44666666666666666,0.6683002895967922,0.012722531918719655,0.05015532844086264,0.021531428571428573,0.4214046822742475,0.16387959866220736,0.1806020066889632,GRCz11
0.44666666666666666,0.8687903764758298,-0.041044776119402986,0.03518677447039162,0.014266586638348955,0.40468227424749165,0.1705685618729097,0.18729096989966554,GRCz11
0.35666666666666663,0.7336885317494978,0.053701999903152386,0.07638379765395895,-0.041953601953601954,0.451505016722408,0.14046822742474915,0.18394648829431437,GRCz11
0.42,0.6046863189720333,0.10559204524721766,0.16536851109810455,0.09184459857654471,0.4882943143812709,0.14715719063545152,0.1605351170568562,GRCz11
0.35666666666666663,0.7336885317494978,0.05888334705341146,0.15254857142857142,0.09414340448823208,0.48494983277591974,0.13377926421404682,0.17725752508361203,GRCz11
0.39333333333333337,0.43091065785693766,-0.03026634382566586,0.07418125028707914,0.11459459459459459,0.451505016722408,0.13712374581939799,0.18729096989966554,GRCz11
0.4633333333333334,0.6831944516329382,0.051387461459403906,0.05698354413164695,0.14634370970712837,0.43812709030100333,0.15384615384615385,0.17725752508361203,GRCz11
0.43333333333333335,0.923076923076923,0.08764705882352941,0.0738047138047138,0.060381593714927045,0.43478260869565216,0.15384615384615385,0.1806020066889632,GRCz11
0.45,0.9218106995884774,0.046958473625140294,0.13564298297122723,-0.003232758620689655,0.44481605351170567,0.16387959866220736,0.17725752508361203,GRCz11
0.43333333333333335,0.9940828402366864,0.09352941176470589,0.1554429698708752,-0.007366071428571428,0.44816053511705684,0.16722408026755853,0.17725752508361203,GRCz11
0.41666666666666663,0.6144,0.2288457142857143,0.24131944444444445,0.08820718219471121,0.5418060200668896,0.13377926421404682,0.13712374581939799,GRCz11
